path,label
cifar10/train/bird\1214.jpg,bird
cifar10/train/bird\1215.jpg,bird
cifar10/train/bird\1216.jpg,bird
cifar10/train/bird\1217.jpg,bird
cifar10/train/bird\1218.jpg,bird
cifar10/train/bird\1219.jpg,bird
cifar10/train/bird\1220.jpg,bird
cifar10/train/bird\1221.jpg,bird
cifar10/train/bird\1222.jpg,bird
cifar10/train/bird\1223.jpg,bird
cifar10/train/bird\1224.jpg,bird
cifar10/train/bird\1225.jpg,bird
cifar10/train/bird\1226.jpg,bird
cifar10/train/bird\1227.jpg,bird
cifar10/train/bird\1228.jpg,bird
cifar10/train/bird\1229.jpg,bird
cifar10/train/bird\1230.jpg,bird
cifar10/train/bird\1231.jpg,bird
cifar10/train/bird\1232.jpg,bird
cifar10/train/bird\1233.jpg,bird
cifar10/train/bird\1234.jpg,bird
cifar10/train/bird\1235.jpg,bird
cifar10/train/bird\1236.jpg,bird
cifar10/train/bird\1237.jpg,bird
cifar10/train/bird\1238.jpg,bird
cifar10/train/bird\1239.jpg,bird
cifar10/train/bird\1240.jpg,bird
cifar10/train/bird\1241.jpg,bird
cifar10/train/bird\1242.jpg,bird
cifar10/train/bird\1243.jpg,bird
cifar10/train/bird\1244.jpg,bird
cifar10/train/bird\1245.jpg,bird
cifar10/train/bird\1246.jpg,bird
cifar10/train/bird\1247.jpg,bird
cifar10/train/bird\1248.jpg,bird
cifar10/train/bird\1249.jpg,bird
cifar10/train/bird\1250.jpg,bird
cifar10/train/bird\1251.jpg,bird
cifar10/train/bird\1252.jpg,bird
cifar10/train/bird\1253.jpg,bird
cifar10/train/bird\1254.jpg,bird
cifar10/train/bird\1255.jpg,bird
cifar10/train/bird\1256.jpg,bird
cifar10/train/bird\1257.jpg,bird
cifar10/train/bird\1258.jpg,bird
cifar10/train/bird\1259.jpg,bird
cifar10/train/bird\1260.jpg,bird
cifar10/train/bird\1261.jpg,bird
cifar10/train/bird\1262.jpg,bird
cifar10/train/bird\1263.jpg,bird
cifar10/train/bird\1264.jpg,bird
cifar10/train/bird\1265.jpg,bird
cifar10/train/bird\1266.jpg,bird
cifar10/train/bird\1267.jpg,bird
cifar10/train/bird\1268.jpg,bird
cifar10/train/bird\1269.jpg,bird
cifar10/train/bird\1270.jpg,bird
cifar10/train/bird\1271.jpg,bird
cifar10/train/bird\1272.jpg,bird
cifar10/train/bird\1273.jpg,bird
cifar10/train/bird\1274.jpg,bird
cifar10/train/bird\1275.jpg,bird
cifar10/train/bird\1276.jpg,bird
cifar10/train/bird\1277.jpg,bird
cifar10/train/bird\1278.jpg,bird
cifar10/train/bird\1279.jpg,bird
cifar10/train/bird\1280.jpg,bird
cifar10/train/bird\1281.jpg,bird
cifar10/train/bird\1282.jpg,bird
cifar10/train/bird\1283.jpg,bird
cifar10/train/bird\1284.jpg,bird
cifar10/train/bird\1285.jpg,bird
cifar10/train/bird\1286.jpg,bird
cifar10/train/bird\1287.jpg,bird
cifar10/train/bird\1288.jpg,bird
cifar10/train/bird\1289.jpg,bird
cifar10/train/bird\1290.jpg,bird
cifar10/train/bird\1291.jpg,bird
cifar10/train/bird\1292.jpg,bird
cifar10/train/bird\1293.jpg,bird
cifar10/train/bird\1294.jpg,bird
cifar10/train/bird\1295.jpg,bird
cifar10/train/bird\1296.jpg,bird
cifar10/train/bird\1297.jpg,bird
cifar10/train/bird\1298.jpg,bird
cifar10/train/bird\1299.jpg,bird
cifar10/train/bird\1300.jpg,bird
cifar10/train/bird\1301.jpg,bird
cifar10/train/bird\1302.jpg,bird
cifar10/train/bird\1303.jpg,bird
cifar10/train/bird\1304.jpg,bird
cifar10/train/bird\1305.jpg,bird
cifar10/train/bird\1306.jpg,bird
cifar10/train/bird\1307.jpg,bird
cifar10/train/bird\1308.jpg,bird
cifar10/train/bird\1309.jpg,bird
cifar10/train/bird\1310.jpg,bird
cifar10/train/bird\1311.jpg,bird
cifar10/train/bird\1312.jpg,bird
cifar10/train/bird\1313.jpg,bird
cifar10/train/bird\1314.jpg,bird
cifar10/train/bird\1315.jpg,bird
cifar10/train/bird\1316.jpg,bird
cifar10/train/bird\1317.jpg,bird
cifar10/train/bird\1318.jpg,bird
cifar10/train/bird\1319.jpg,bird
cifar10/train/bird\1320.jpg,bird
cifar10/train/bird\1321.jpg,bird
cifar10/train/bird\1322.jpg,bird
cifar10/train/bird\1323.jpg,bird
cifar10/train/bird\1324.jpg,bird
cifar10/train/bird\1325.jpg,bird
cifar10/train/bird\1326.jpg,bird
cifar10/train/bird\1327.jpg,bird
cifar10/train/bird\1328.jpg,bird
cifar10/train/bird\1329.jpg,bird
cifar10/train/bird\1330.jpg,bird
cifar10/train/bird\1331.jpg,bird
cifar10/train/bird\1332.jpg,bird
cifar10/train/bird\1333.jpg,bird
cifar10/train/bird\1334.jpg,bird
cifar10/train/bird\1335.jpg,bird
cifar10/train/bird\1336.jpg,bird
cifar10/train/bird\1337.jpg,bird
cifar10/train/bird\1338.jpg,bird
cifar10/train/bird\1339.jpg,bird
cifar10/train/bird\1340.jpg,bird
cifar10/train/bird\1341.jpg,bird
cifar10/train/bird\1342.jpg,bird
cifar10/train/bird\1343.jpg,bird
cifar10/train/bird\1344.jpg,bird
cifar10/train/bird\1345.jpg,bird
cifar10/train/bird\1346.jpg,bird
cifar10/train/bird\1347.jpg,bird
cifar10/train/bird\1348.jpg,bird
cifar10/train/bird\1349.jpg,bird
cifar10/train/bird\1350.jpg,bird
cifar10/train/bird\1351.jpg,bird
cifar10/train/bird\1352.jpg,bird
cifar10/train/bird\1353.jpg,bird
cifar10/train/bird\1354.jpg,bird
cifar10/train/bird\1355.jpg,bird
cifar10/train/bird\1356.jpg,bird
cifar10/train/bird\1357.jpg,bird
cifar10/train/bird\1358.jpg,bird
cifar10/train/bird\1359.jpg,bird
cifar10/train/bird\1360.jpg,bird
cifar10/train/bird\1361.jpg,bird
cifar10/train/bird\1362.jpg,bird
cifar10/train/bird\1363.jpg,bird
cifar10/train/bird\1364.jpg,bird
cifar10/train/bird\1365.jpg,bird
cifar10/train/bird\1366.jpg,bird
cifar10/train/bird\1367.jpg,bird
cifar10/train/bird\1368.jpg,bird
cifar10/train/bird\1369.jpg,bird
cifar10/train/bird\1370.jpg,bird
cifar10/train/bird\1371.jpg,bird
cifar10/train/bird\1372.jpg,bird
cifar10/train/bird\1373.jpg,bird
cifar10/train/bird\1374.jpg,bird
cifar10/train/bird\1375.jpg,bird
cifar10/train/bird\1376.jpg,bird
cifar10/train/bird\1377.jpg,bird
cifar10/train/bird\1378.jpg,bird
cifar10/train/bird\1379.jpg,bird
cifar10/train/bird\1380.jpg,bird
cifar10/train/bird\1381.jpg,bird
cifar10/train/bird\1382.jpg,bird
cifar10/train/bird\1383.jpg,bird
cifar10/train/bird\1384.jpg,bird
cifar10/train/bird\1385.jpg,bird
cifar10/train/bird\1386.jpg,bird
cifar10/train/bird\1387.jpg,bird
cifar10/train/bird\1388.jpg,bird
cifar10/train/bird\1389.jpg,bird
cifar10/train/bird\1390.jpg,bird
cifar10/train/bird\1391.jpg,bird
cifar10/train/bird\1392.jpg,bird
cifar10/train/bird\1393.jpg,bird
cifar10/train/bird\1394.jpg,bird
cifar10/train/bird\1395.jpg,bird
cifar10/train/bird\1396.jpg,bird
cifar10/train/bird\1397.jpg,bird
cifar10/train/bird\1398.jpg,bird
cifar10/train/bird\1399.jpg,bird
cifar10/train/bird\1400.jpg,bird
cifar10/train/bird\1401.jpg,bird
cifar10/train/bird\1402.jpg,bird
cifar10/train/bird\1403.jpg,bird
cifar10/train/bird\1404.jpg,bird
cifar10/train/bird\1405.jpg,bird
cifar10/train/bird\1406.jpg,bird
cifar10/train/bird\1407.jpg,bird
cifar10/train/bird\1408.jpg,bird
cifar10/train/bird\1409.jpg,bird
cifar10/train/bird\1410.jpg,bird
cifar10/train/bird\1411.jpg,bird
cifar10/train/bird\1412.jpg,bird
cifar10/train/bird\1413.jpg,bird
cifar10/train/bird\1414.jpg,bird
cifar10/train/bird\1415.jpg,bird
cifar10/train/bird\1416.jpg,bird
cifar10/train/bird\1417.jpg,bird
cifar10/train/bird\1418.jpg,bird
cifar10/train/bird\1419.jpg,bird
cifar10/train/bird\1420.jpg,bird
cifar10/train/bird\1421.jpg,bird
cifar10/train/bird\1422.jpg,bird
cifar10/train/bird\1423.jpg,bird
cifar10/train/bird\1424.jpg,bird
cifar10/train/bird\1425.jpg,bird
cifar10/train/bird\1426.jpg,bird
cifar10/train/bird\1427.jpg,bird
cifar10/train/bird\1428.jpg,bird
cifar10/train/bird\1429.jpg,bird
cifar10/train/bird\1430.jpg,bird
cifar10/train/bird\1431.jpg,bird
cifar10/train/bird\1432.jpg,bird
cifar10/train/bird\1433.jpg,bird
cifar10/train/bird\1434.jpg,bird
cifar10/train/bird\1435.jpg,bird
cifar10/train/bird\1436.jpg,bird
cifar10/train/bird\1437.jpg,bird
cifar10/train/bird\1438.jpg,bird
cifar10/train/bird\1439.jpg,bird
cifar10/train/bird\1440.jpg,bird
cifar10/train/bird\1441.jpg,bird
cifar10/train/bird\1442.jpg,bird
cifar10/train/bird\1443.jpg,bird
cifar10/train/bird\1444.jpg,bird
cifar10/train/bird\1445.jpg,bird
cifar10/train/bird\1446.jpg,bird
cifar10/train/bird\1447.jpg,bird
cifar10/train/bird\1448.jpg,bird
cifar10/train/bird\1449.jpg,bird
cifar10/train/bird\1450.jpg,bird
cifar10/train/bird\1451.jpg,bird
cifar10/train/bird\1452.jpg,bird
cifar10/train/bird\1453.jpg,bird
cifar10/train/bird\1454.jpg,bird
cifar10/train/bird\1455.jpg,bird
cifar10/train/bird\1456.jpg,bird
cifar10/train/bird\1457.jpg,bird
cifar10/train/bird\1458.jpg,bird
cifar10/train/bird\1459.jpg,bird
cifar10/train/bird\1460.jpg,bird
cifar10/train/bird\1461.jpg,bird
cifar10/train/bird\1462.jpg,bird
cifar10/train/bird\1463.jpg,bird
cifar10/train/bird\1464.jpg,bird
cifar10/train/bird\1465.jpg,bird
cifar10/train/bird\1466.jpg,bird
cifar10/train/bird\1467.jpg,bird
cifar10/train/bird\1468.jpg,bird
cifar10/train/bird\1469.jpg,bird
cifar10/train/bird\1470.jpg,bird
cifar10/train/bird\1471.jpg,bird
cifar10/train/bird\1472.jpg,bird
cifar10/train/bird\1473.jpg,bird
cifar10/train/bird\1474.jpg,bird
cifar10/train/bird\1475.jpg,bird
cifar10/train/bird\1476.jpg,bird
cifar10/train/bird\1477.jpg,bird
cifar10/train/bird\1478.jpg,bird
cifar10/train/bird\1479.jpg,bird
cifar10/train/bird\1480.jpg,bird
cifar10/train/bird\1481.jpg,bird
cifar10/train/bird\1482.jpg,bird
cifar10/train/bird\1483.jpg,bird
cifar10/train/bird\1484.jpg,bird
cifar10/train/bird\1485.jpg,bird
cifar10/train/bird\1486.jpg,bird
cifar10/train/bird\1487.jpg,bird
cifar10/train/bird\1488.jpg,bird
cifar10/train/bird\1489.jpg,bird
cifar10/train/bird\1490.jpg,bird
cifar10/train/bird\1491.jpg,bird
cifar10/train/bird\1492.jpg,bird
cifar10/train/bird\1493.jpg,bird
cifar10/train/bird\1494.jpg,bird
cifar10/train/bird\1495.jpg,bird
cifar10/train/bird\1496.jpg,bird
cifar10/train/bird\1497.jpg,bird
cifar10/train/bird\1498.jpg,bird
cifar10/train/bird\1499.jpg,bird
cifar10/train/bird\1500.jpg,bird
cifar10/train/bird\1501.jpg,bird
cifar10/train/bird\1502.jpg,bird
cifar10/train/bird\1503.jpg,bird
cifar10/train/bird\1504.jpg,bird
cifar10/train/bird\1505.jpg,bird
cifar10/train/bird\1506.jpg,bird
cifar10/train/bird\1507.jpg,bird
cifar10/train/bird\1508.jpg,bird
cifar10/train/bird\1509.jpg,bird
cifar10/train/bird\1510.jpg,bird
cifar10/train/bird\1511.jpg,bird
cifar10/train/bird\1512.jpg,bird
cifar10/train/bird\1513.jpg,bird
cifar10/train/bird\1514.jpg,bird
cifar10/train/bird\1515.jpg,bird
cifar10/train/bird\1516.jpg,bird
cifar10/train/bird\1517.jpg,bird
cifar10/train/bird\1518.jpg,bird
cifar10/train/bird\1519.jpg,bird
cifar10/train/bird\1520.jpg,bird
cifar10/train/bird\1521.jpg,bird
cifar10/train/bird\1522.jpg,bird
cifar10/train/bird\1523.jpg,bird
cifar10/train/bird\1524.jpg,bird
cifar10/train/bird\1525.jpg,bird
cifar10/train/bird\1526.jpg,bird
cifar10/train/bird\1527.jpg,bird
cifar10/train/bird\1528.jpg,bird
cifar10/train/bird\1529.jpg,bird
cifar10/train/bird\1530.jpg,bird
cifar10/train/bird\1531.jpg,bird
cifar10/train/bird\1532.jpg,bird
cifar10/train/bird\1533.jpg,bird
cifar10/train/bird\1534.jpg,bird
cifar10/train/bird\1535.jpg,bird
cifar10/train/bird\1536.jpg,bird
cifar10/train/bird\1537.jpg,bird
cifar10/train/bird\1538.jpg,bird
cifar10/train/bird\1539.jpg,bird
cifar10/train/bird\1540.jpg,bird
cifar10/train/bird\1541.jpg,bird
cifar10/train/bird\1542.jpg,bird
cifar10/train/bird\1543.jpg,bird
cifar10/train/bird\1544.jpg,bird
cifar10/train/bird\1545.jpg,bird
cifar10/train/bird\1546.jpg,bird
cifar10/train/bird\1547.jpg,bird
cifar10/train/bird\1548.jpg,bird
cifar10/train/bird\1549.jpg,bird
cifar10/train/bird\1550.jpg,bird
cifar10/train/bird\1551.jpg,bird
cifar10/train/bird\1552.jpg,bird
cifar10/train/bird\1553.jpg,bird
cifar10/train/bird\1554.jpg,bird
cifar10/train/bird\1555.jpg,bird
cifar10/train/bird\1556.jpg,bird
cifar10/train/bird\1557.jpg,bird
cifar10/train/bird\1558.jpg,bird
cifar10/train/bird\1559.jpg,bird
cifar10/train/bird\1560.jpg,bird
cifar10/train/bird\1561.jpg,bird
cifar10/train/bird\1562.jpg,bird
cifar10/train/bird\1563.jpg,bird
cifar10/train/bird\1564.jpg,bird
cifar10/train/bird\1565.jpg,bird
cifar10/train/bird\1566.jpg,bird
cifar10/train/bird\1567.jpg,bird
cifar10/train/bird\1568.jpg,bird
cifar10/train/bird\1569.jpg,bird
cifar10/train/bird\1570.jpg,bird
cifar10/train/bird\1571.jpg,bird
cifar10/train/bird\1572.jpg,bird
cifar10/train/bird\1573.jpg,bird
cifar10/train/bird\1574.jpg,bird
cifar10/train/bird\1575.jpg,bird
cifar10/train/bird\1576.jpg,bird
cifar10/train/bird\1577.jpg,bird
cifar10/train/bird\1578.jpg,bird
cifar10/train/bird\1579.jpg,bird
cifar10/train/bird\1580.jpg,bird
cifar10/train/bird\1581.jpg,bird
cifar10/train/bird\1582.jpg,bird
cifar10/train/bird\1583.jpg,bird
cifar10/train/bird\1584.jpg,bird
cifar10/train/bird\1585.jpg,bird
cifar10/train/bird\1586.jpg,bird
cifar10/train/bird\1587.jpg,bird
cifar10/train/bird\1588.jpg,bird
cifar10/train/bird\1589.jpg,bird
cifar10/train/bird\1590.jpg,bird
cifar10/train/bird\1591.jpg,bird
cifar10/train/bird\1592.jpg,bird
cifar10/train/bird\1593.jpg,bird
cifar10/train/bird\1594.jpg,bird
cifar10/train/bird\1595.jpg,bird
cifar10/train/bird\1596.jpg,bird
cifar10/train/bird\1597.jpg,bird
cifar10/train/bird\1598.jpg,bird
cifar10/train/bird\1599.jpg,bird
cifar10/train/bird\1600.jpg,bird
cifar10/train/bird\1601.jpg,bird
cifar10/train/bird\1602.jpg,bird
cifar10/train/bird\1603.jpg,bird
cifar10/train/bird\1604.jpg,bird
cifar10/train/bird\1605.jpg,bird
cifar10/train/bird\1606.jpg,bird
cifar10/train/bird\1607.jpg,bird
cifar10/train/bird\1608.jpg,bird
cifar10/train/bird\1609.jpg,bird
cifar10/train/bird\1610.jpg,bird
cifar10/train/bird\1611.jpg,bird
cifar10/train/bird\1612.jpg,bird
cifar10/train/bird\1613.jpg,bird
cifar10/train/bird\1614.jpg,bird
cifar10/train/bird\1615.jpg,bird
cifar10/train/bird\1616.jpg,bird
cifar10/train/bird\1617.jpg,bird
cifar10/train/bird\1618.jpg,bird
cifar10/train/bird\1619.jpg,bird
cifar10/train/bird\1620.jpg,bird
cifar10/train/bird\1621.jpg,bird
cifar10/train/bird\1622.jpg,bird
cifar10/train/bird\1623.jpg,bird
cifar10/train/bird\1624.jpg,bird
cifar10/train/bird\1625.jpg,bird
cifar10/train/bird\1626.jpg,bird
cifar10/train/bird\1627.jpg,bird
cifar10/train/bird\1628.jpg,bird
cifar10/train/bird\1629.jpg,bird
cifar10/train/bird\1630.jpg,bird
cifar10/train/bird\1631.jpg,bird
cifar10/train/bird\1632.jpg,bird
cifar10/train/bird\1633.jpg,bird
cifar10/train/bird\1634.jpg,bird
cifar10/train/bird\1635.jpg,bird
cifar10/train/bird\1636.jpg,bird
cifar10/train/bird\1637.jpg,bird
cifar10/train/bird\1638.jpg,bird
cifar10/train/bird\1639.jpg,bird
cifar10/train/bird\1640.jpg,bird
cifar10/train/bird\1641.jpg,bird
cifar10/train/bird\1642.jpg,bird
cifar10/train/bird\1643.jpg,bird
cifar10/train/bird\1644.jpg,bird
cifar10/train/bird\1645.jpg,bird
cifar10/train/bird\1646.jpg,bird
cifar10/train/bird\1647.jpg,bird
cifar10/train/bird\1648.jpg,bird
cifar10/train/bird\1649.jpg,bird
cifar10/train/bird\1650.jpg,bird
cifar10/train/bird\1651.jpg,bird
cifar10/train/bird\1652.jpg,bird
cifar10/train/bird\1653.jpg,bird
cifar10/train/bird\1654.jpg,bird
cifar10/train/bird\1655.jpg,bird
cifar10/train/bird\1656.jpg,bird
cifar10/train/bird\1657.jpg,bird
cifar10/train/bird\1658.jpg,bird
cifar10/train/bird\1659.jpg,bird
cifar10/train/bird\1660.jpg,bird
cifar10/train/bird\1661.jpg,bird
cifar10/train/bird\1662.jpg,bird
cifar10/train/bird\1663.jpg,bird
cifar10/train/bird\1664.jpg,bird
cifar10/train/bird\1665.jpg,bird
cifar10/train/bird\1666.jpg,bird
cifar10/train/bird\1667.jpg,bird
cifar10/train/bird\1668.jpg,bird
cifar10/train/bird\1669.jpg,bird
cifar10/train/bird\1670.jpg,bird
cifar10/train/bird\1671.jpg,bird
cifar10/train/bird\1672.jpg,bird
cifar10/train/bird\1673.jpg,bird
cifar10/train/bird\1674.jpg,bird
cifar10/train/bird\1675.jpg,bird
cifar10/train/bird\1676.jpg,bird
cifar10/train/bird\1677.jpg,bird
cifar10/train/bird\1678.jpg,bird
cifar10/train/bird\1679.jpg,bird
cifar10/train/bird\1680.jpg,bird
cifar10/train/bird\1681.jpg,bird
cifar10/train/bird\1682.jpg,bird
cifar10/train/bird\1683.jpg,bird
cifar10/train/bird\1684.jpg,bird
cifar10/train/bird\1685.jpg,bird
cifar10/train/bird\1686.jpg,bird
cifar10/train/bird\1687.jpg,bird
cifar10/train/bird\1688.jpg,bird
cifar10/train/bird\1689.jpg,bird
cifar10/train/bird\1690.jpg,bird
cifar10/train/bird\1691.jpg,bird
cifar10/train/bird\1692.jpg,bird
cifar10/train/bird\1693.jpg,bird
cifar10/train/bird\1694.jpg,bird
cifar10/train/bird\1695.jpg,bird
cifar10/train/bird\1696.jpg,bird
cifar10/train/bird\1697.jpg,bird
cifar10/train/bird\1698.jpg,bird
cifar10/train/bird\1699.jpg,bird
cifar10/train/bird\1700.jpg,bird
cifar10/train/bird\1701.jpg,bird
cifar10/train/bird\1702.jpg,bird
cifar10/train/bird\1703.jpg,bird
cifar10/train/bird\1704.jpg,bird
cifar10/train/bird\1705.jpg,bird
cifar10/train/bird\1706.jpg,bird
cifar10/train/bird\1707.jpg,bird
cifar10/train/bird\1708.jpg,bird
cifar10/train/bird\1709.jpg,bird
cifar10/train/bird\1710.jpg,bird
cifar10/train/bird\1711.jpg,bird
cifar10/train/bird\1712.jpg,bird
cifar10/train/bird\1713.jpg,bird
cifar10/train/bird\1714.jpg,bird
cifar10/train/bird\1715.jpg,bird
cifar10/train/bird\1716.jpg,bird
cifar10/train/bird\1717.jpg,bird
cifar10/train/bird\1718.jpg,bird
cifar10/train/bird\1719.jpg,bird
cifar10/train/bird\1720.jpg,bird
cifar10/train/bird\1721.jpg,bird
cifar10/train/bird\1722.jpg,bird
cifar10/train/bird\1723.jpg,bird
cifar10/train/bird\1724.jpg,bird
cifar10/train/bird\1725.jpg,bird
cifar10/train/bird\1726.jpg,bird
cifar10/train/bird\1727.jpg,bird
cifar10/train/bird\1728.jpg,bird
cifar10/train/bird\1729.jpg,bird
cifar10/train/bird\1730.jpg,bird
cifar10/train/bird\1731.jpg,bird
cifar10/train/bird\1732.jpg,bird
cifar10/train/bird\1733.jpg,bird
cifar10/train/bird\1734.jpg,bird
cifar10/train/bird\1735.jpg,bird
cifar10/train/bird\1736.jpg,bird
cifar10/train/bird\1737.jpg,bird
cifar10/train/bird\1738.jpg,bird
cifar10/train/bird\1739.jpg,bird
cifar10/train/bird\1740.jpg,bird
cifar10/train/bird\1741.jpg,bird
cifar10/train/bird\1742.jpg,bird
cifar10/train/bird\1743.jpg,bird
cifar10/train/bird\1744.jpg,bird
cifar10/train/bird\1745.jpg,bird
cifar10/train/bird\1746.jpg,bird
cifar10/train/bird\1747.jpg,bird
cifar10/train/bird\1748.jpg,bird
cifar10/train/bird\1749.jpg,bird
cifar10/train/bird\1750.jpg,bird
cifar10/train/bird\1751.jpg,bird
cifar10/train/bird\1752.jpg,bird
cifar10/train/bird\1753.jpg,bird
cifar10/train/bird\1754.jpg,bird
cifar10/train/bird\1755.jpg,bird
cifar10/train/bird\1756.jpg,bird
cifar10/train/bird\1757.jpg,bird
cifar10/train/bird\1758.jpg,bird
cifar10/train/bird\1759.jpg,bird
cifar10/train/bird\1760.jpg,bird
cifar10/train/bird\1761.jpg,bird
cifar10/train/bird\1762.jpg,bird
cifar10/train/bird\1763.jpg,bird
cifar10/train/bird\1764.jpg,bird
cifar10/train/bird\1765.jpg,bird
cifar10/train/bird\1766.jpg,bird
cifar10/train/bird\1767.jpg,bird
cifar10/train/bird\1768.jpg,bird
cifar10/train/bird\1769.jpg,bird
cifar10/train/bird\1770.jpg,bird
cifar10/train/bird\1771.jpg,bird
cifar10/train/bird\1772.jpg,bird
cifar10/train/bird\1773.jpg,bird
cifar10/train/bird\1774.jpg,bird
cifar10/train/bird\1775.jpg,bird
cifar10/train/bird\1776.jpg,bird
cifar10/train/bird\1777.jpg,bird
cifar10/train/bird\1778.jpg,bird
cifar10/train/bird\1779.jpg,bird
cifar10/train/bird\1780.jpg,bird
cifar10/train/bird\1781.jpg,bird
cifar10/train/bird\1782.jpg,bird
cifar10/train/bird\1783.jpg,bird
cifar10/train/bird\1784.jpg,bird
cifar10/train/bird\1785.jpg,bird
cifar10/train/bird\1786.jpg,bird
cifar10/train/bird\1787.jpg,bird
cifar10/train/bird\1788.jpg,bird
cifar10/train/bird\1789.jpg,bird
cifar10/train/bird\1790.jpg,bird
cifar10/train/bird\1791.jpg,bird
cifar10/train/bird\1792.jpg,bird
cifar10/train/bird\1793.jpg,bird
cifar10/train/bird\1794.jpg,bird
cifar10/train/bird\1795.jpg,bird
cifar10/train/bird\1796.jpg,bird
cifar10/train/bird\1797.jpg,bird
cifar10/train/bird\1798.jpg,bird
cifar10/train/bird\1799.jpg,bird
cifar10/train/bird\1800.jpg,bird
cifar10/train/bird\1801.jpg,bird
cifar10/train/bird\1802.jpg,bird
cifar10/train/bird\1803.jpg,bird
cifar10/train/bird\1804.jpg,bird
cifar10/train/bird\1805.jpg,bird
cifar10/train/bird\1806.jpg,bird
cifar10/train/bird\1807.jpg,bird
cifar10/train/bird\1808.jpg,bird
cifar10/train/bird\1809.jpg,bird
cifar10/train/bird\1810.jpg,bird
cifar10/train/bird\1811.jpg,bird
cifar10/train/bird\1812.jpg,bird
cifar10/train/bird\1813.jpg,bird
cifar10/train/bird\1814.jpg,bird
cifar10/train/bird\1815.jpg,bird
cifar10/train/bird\1816.jpg,bird
cifar10/train/bird\1817.jpg,bird
cifar10/train/bird\1818.jpg,bird
cifar10/train/bird\1819.jpg,bird
cifar10/train/bird\1820.jpg,bird
cifar10/train/bird\1821.jpg,bird
cifar10/train/bird\1822.jpg,bird
cifar10/train/bird\1823.jpg,bird
cifar10/train/bird\1824.jpg,bird
cifar10/train/bird\1825.jpg,bird
cifar10/train/bird\1826.jpg,bird
cifar10/train/bird\1827.jpg,bird
cifar10/train/bird\1828.jpg,bird
cifar10/train/bird\1829.jpg,bird
cifar10/train/bird\1830.jpg,bird
cifar10/train/bird\1831.jpg,bird
cifar10/train/bird\1832.jpg,bird
cifar10/train/bird\1833.jpg,bird
cifar10/train/bird\1834.jpg,bird
cifar10/train/bird\1835.jpg,bird
cifar10/train/bird\1836.jpg,bird
cifar10/train/bird\1837.jpg,bird
cifar10/train/bird\1838.jpg,bird
cifar10/train/bird\1839.jpg,bird
cifar10/train/bird\1840.jpg,bird
cifar10/train/bird\1841.jpg,bird
cifar10/train/bird\1842.jpg,bird
cifar10/train/bird\1843.jpg,bird
cifar10/train/bird\1844.jpg,bird
cifar10/train/bird\1845.jpg,bird
cifar10/train/bird\1846.jpg,bird
cifar10/train/bird\1847.jpg,bird
cifar10/train/bird\1848.jpg,bird
cifar10/train/bird\1849.jpg,bird
cifar10/train/bird\1850.jpg,bird
cifar10/train/bird\1851.jpg,bird
cifar10/train/bird\1852.jpg,bird
cifar10/train/bird\1853.jpg,bird
cifar10/train/bird\1854.jpg,bird
cifar10/train/bird\1855.jpg,bird
cifar10/train/bird\1856.jpg,bird
cifar10/train/bird\1857.jpg,bird
cifar10/train/bird\1858.jpg,bird
cifar10/train/bird\1859.jpg,bird
cifar10/train/bird\1860.jpg,bird
cifar10/train/bird\1861.jpg,bird
cifar10/train/bird\1862.jpg,bird
cifar10/train/bird\1863.jpg,bird
cifar10/train/bird\1864.jpg,bird
cifar10/train/bird\1865.jpg,bird
cifar10/train/bird\1866.jpg,bird
cifar10/train/bird\1867.jpg,bird
cifar10/train/bird\1868.jpg,bird
cifar10/train/bird\1869.jpg,bird
cifar10/train/bird\1870.jpg,bird
cifar10/train/bird\1871.jpg,bird
cifar10/train/bird\1872.jpg,bird
cifar10/train/bird\1873.jpg,bird
cifar10/train/bird\1874.jpg,bird
cifar10/train/bird\1875.jpg,bird
cifar10/train/bird\1876.jpg,bird
cifar10/train/bird\1877.jpg,bird
cifar10/train/bird\1878.jpg,bird
cifar10/train/bird\1879.jpg,bird
cifar10/train/bird\1880.jpg,bird
cifar10/train/bird\1881.jpg,bird
cifar10/train/bird\1882.jpg,bird
cifar10/train/bird\1883.jpg,bird
cifar10/train/bird\1884.jpg,bird
cifar10/train/bird\1885.jpg,bird
cifar10/train/bird\1886.jpg,bird
cifar10/train/bird\1887.jpg,bird
cifar10/train/bird\1888.jpg,bird
cifar10/train/bird\1889.jpg,bird
cifar10/train/bird\1890.jpg,bird
cifar10/train/bird\1891.jpg,bird
cifar10/train/bird\1892.jpg,bird
cifar10/train/bird\1893.jpg,bird
cifar10/train/bird\1894.jpg,bird
cifar10/train/bird\1895.jpg,bird
cifar10/train/bird\1896.jpg,bird
cifar10/train/bird\1897.jpg,bird
cifar10/train/bird\1898.jpg,bird
cifar10/train/bird\1899.jpg,bird
cifar10/train/bird\1900.jpg,bird
cifar10/train/bird\1901.jpg,bird
cifar10/train/bird\1902.jpg,bird
cifar10/train/bird\1903.jpg,bird
cifar10/train/bird\1904.jpg,bird
cifar10/train/bird\1905.jpg,bird
cifar10/train/bird\1906.jpg,bird
cifar10/train/bird\1907.jpg,bird
cifar10/train/bird\1908.jpg,bird
cifar10/train/bird\1909.jpg,bird
cifar10/train/bird\1910.jpg,bird
cifar10/train/bird\1911.jpg,bird
cifar10/train/bird\1912.jpg,bird
